member_id,customer_key,unaltered_customer_key,display_name,level_id,is_deleted,a_naturedescription,a_naturekey,a_natureparentkey,a_naturesorting,a_natureparentkeyms,a_naturemap2planning,a_naturemap2activite
31,615561,615561,615561 Entretien et réparations - matériel télécom R61500,65278,false,615561 Entretien et réparations - matériel télécom R61500,615561,615,615561,615,615XXX,PNL_00150
32,641430,641430,641430 Personnel - indemnité de cantine R64100,65278,false,641430 Personnel - indemnité de cantine R64100,641430,641,641430,550MS,6XXXXX,PNL_00131
443,661500,661500,661500 Intérêts des comptes courants R66110,65278,false,661500 Intérêts des comptes courants R66110,661500,661,661500,661,6XXXXX,PNL_00180
444,606140,606140,606140 Fournitures - eau R60600,65278,false,606140 Fournitures - eau R60600,606140,606,606140,606,6XXXXX,PNL_00150
446,658101,658101,658101 Arrondi-charges R65800,65278,false,658101 Arrondi-charges R65800,658101,658,658101,658,6XXXXX,PNL_00150
447,766050,766050,766050 RXD s/banques - GAIN (réaffect.) R76600,65278,false,766050 RXD s/banques - GAIN (réaffect.) R76600,766050,766,766050,766,7XXXXX,PNL_00150
435,6xxxxx,6XXXXX,6XXXXX - Charges,65278,false,6XXXXX - Charges,6XXXXX,6,6XXXXX,Nature_MS,,
461,648540,648540,648540 Abondement PEE R64800,65278,false,648540 Abondement PEE R64800,648540,648,648540,310MS,6XXXXX,PNL_00131
462,606490,606490,606490 Fournitures & matières consommables non technique R60600,65278,false,606490 Fournitures & matières consommables non technique R60600,606490,606,606490,606,605XXX,PNL_00150
463,611712,611712,611712 Prestations de services Intra-Groupe R61100,65278,false,611712 Prestations de services Intra-Groupe R61100,611712,611,611712,611,6XXXXX,PNL_00168
464,611711,611711,611711 Gestion magasin & stockage R61100,65278,false,611711 Gestion magasin & stockage R61100,611711,611,611711,611,6XXXXX,PNL_00150
465,611710,611710,611710 Aménagements de véhicules R61100,65278,false,611710 Aménagements de véhicules R61100,611710,611,611710,611,6XXXXX,PNL_00150
466,611720,611720,611720 Utilisation réseau TR R61100,65278,false,611720 Utilisation réseau TR R61100,611720,611,611720,611,6XXXXX,PNL_00150
467,606130,606130,606130 Fournitures - fuel de chauffage R60600,65278,false,606130 Fournitures - fuel de chauffage R60600,606130,606,606130,606,6XXXXX,PNL_00150
468,658210,658210,658210 Revalorisation Stock Perte R65800,65278,false,658210 Revalorisation Stock Perte R65800,658210,658,658210,658,6XXXXX,PNL_00150
469,681200,681200,681200 Dot Amortissement des charges à répartir R68120,65278,false,681200 Dot Amortissement des charges à répartir R68120,681200,681,681200,681,6XXXXX,PNL_00182
471,635111,635111,635111 Cotisation foncière des Entreprises R63700,65278,false,635111 Cotisation foncière des Entreprises R63700,635111,635,635111,635,6XXXXX,PNL_00150
473,635110,635110,635110 Taxe professionnelle R63700,65278,false,635110 Taxe professionnelle R63700,635110,635,635110,635,6XXXXX,PNL_00150
474,635113,635113,635113 Impôt Forfaitaire sur les Exploitants de Réseau R63700,65278,false,635113 Impôt Forfaitaire sur les Exploitants de Réseau R63700,635113,635,635113,635,6XXXXX,PNL_00150
475,635112,635112,635112 Cotisation sur la Valeur Ajoutée des Entreprises R63700,65278,false,635112 Cotisation sur la Valeur Ajoutée des Entreprises R63700,635112,635,635112,635,6XXXXX,PNL_00128
477,766040,766040,766040 RXD s/tiers - GAIN (réaffect.) R76600,65278,false,766040 RXD s/tiers - GAIN (réaffect.) R76600,766040,766,766040,766,7XXXXX,PNL_00150
478,766041,766041,766041 RXD s/tiers - GAIN R76600,65278,false,766041 RXD s/tiers - GAIN R76600,766041,766,766041,766,7XXXXX,PNL_00147
479,691000,691000,691000 Participation des salariés aux résultats R69100,65278,false,691000 Participation des salariés aux résultats R69100,691000,691,691000,710MS,6XXXXX,PNL_00131
480,706401,706401,706401 Recettes Gestion Opérationnelle R70600,65278,false,706401 Recettes Gestion Opérationnelle R70600,706401,706,706401,706,7XXXXX,PNL_00150
481,706402,706402,706402 Recettes Capacité de Transport R70600,65278,false,706402 Recettes Capacité de Transport R70600,706402,706,706402,706,7XXXXX,PNL_00150
482,706403,706403,706403 Equilibrage réseau R70600,65278,false,706403 Equilibrage réseau R70600,706403,706,706403,706,7XXXXX,PNL_00150
483,706404,706404,706404 Point d'échange de gaz R70600,65278,false,706404 Point d'échange de gaz R70600,706404,706,706404,706,7XXXXX,PNL_00150
484,706405,706405,706405 Service Equilibrage Transport (Flexibilité) R70600,65278,false,706405 Service Equilibrage Transport (Flexibilité) R70600,706405,706,706405,706,7XXXXX,PNL_00150
485,706406,706406,706406 Reliquat contrats raccordement R70600,65278,false,706406 Reliquat contrats raccordement R70600,706406,706,706406,706,7XXXXX,PNL_00150
486,750000,750000,750000 Autres produits opérationnels R75800,65278,false,750000 Autres produits opérationnels R75800,750000,750,750000,750,7XXXXX,PNL_00150
487,613570,613570,613570 Location véhicules R61300,65278,false,613570 Location véhicules R61300,613570,613,613570,613,6XXXXX,PNL_00150
41,702,702,702 Ventes de produits intermédiaires,65278,false,702 Ventes de produits intermédiaires,702,70,702,70,,
76,615541,615541,615541 Genie civil R61500,65278,false,615541 Genie civil R61500,615541,615,615541,615,6XXXXX,PNL_00150
77,615544,615544,615544 Entretien et réparations - Pose R61500,65278,false,615544 Entretien et réparations - Pose R61500,615544,615,615544,615,6XXXXX,PNL_00150
78,615543,615543,615543 Entretien et réparations - Contrôles tech R61500,65278,false,615543 Entretien et réparations - Contrôles tech R61500,615543,615,615543,615,6XXXXX,PNL_00150
79,615546,615546,615546 Entretien et réparations - Matériels et outillage R61500,65278,false,615546 Entretien et réparations - Matériels et outillage R61500,615546,615,615546,615,615XXX,PNL_00150
80,615545,615545,615545 Revetements et isolations R61500,65278,false,615545 Revetements et isolations R61500,615545,615,615545,615,6XXXXX,PNL_00150
81,615548,615548,615548 Travaux de mecanique R61500,65278,false,615548 Travaux de mecanique R61500,615548,615,615548,615,6XXXXX,PNL_00150
82,615547,615547,615547 Travaux d'electricite R61500,65278,false,615547 Travaux d'electricite R61500,615547,615,615547,615,6XXXXX,PNL_00150
83,615539,615539,615539 Travaux d'instrumentation R61500,65278,false,615539 Travaux d'instrumentation R61500,615539,615,615539,615,6XXXXX,PNL_00150
84,615538,615538,615538 Travaux de charpentes R61500,65278,false,615538 Travaux de charpentes R61500,615538,615,615538,615,6XXXXX,PNL_00150
85,603560,603560,603560 Machines motrices R60310,65278,false,603560 Machines motrices R60310,603560,603,603560,603,6XXXXX,PNL_00150
86,603440,603440,603440 Équipement et pièces de rechange mécaniques R60310,65278,false,603440 Équipement et pièces de rechange mécaniques R60310,603440,603,603440,603,6XXXXX,PNL_00150
88,603680,603680,603680 Bennes/containers (stock) R60310,65278,false,603680 Bennes/containers (stock) R60310,603680,603,603680,603,6XXXXX,PNL_00150
488,706407,706407,706407 Achat/vente de gaz TR R70600,65278,false,706407 Achat/vente de gaz TR R70600,706407,706,706407,706,7XXXXX,PNL_00150
489,613571,613571,613571 Location véhicules - de 6 mois R61300,65278,false,613571 Location véhicules - de 6 mois R61300,613571,613,613571,613,6XXXXX,PNL_00150
490,624100,624100,624100 Transport sur achats R62400,65278,false,624100 Transport sur achats R62400,624100,624,624100,624,6XXXXX,PNL_00150
491,706408,706408,706408 Pénalités Transport R70600,65278,false,706408 Pénalités Transport R70600,706408,706,706408,706,7XXXXX,PNL_00150
492,613210,613210,613210 Location de bâtiments R61300,65278,false,613210 Location de bâtiments R61300,613210,613,613210,613,6XXXXX,PNL_00150
493,613211,613211,613211 Location de bâtiments - de 6 mois R61300,65278,false,613211 Location de bâtiments - de 6 mois R61300,613211,613,613211,613,6XXXXX,PNL_00150
494,666300,666300,666300 Commission due sur choix de devise R66600,65278,false,666300 Commission due sur choix de devise R66600,666300,666,666300,666,6XXXXX,PNL_00150
495,706400,706400,706400 Recettes de raccordement R70600,65278,false,706400 Recettes de raccordement R70600,706400,706,706400,706,7XXXXX,PNL_00150
496,633500,633500,633500 Vers.lib. ouvrant droit à l'exo de la taxe d'app.,65278,false,633500 Vers.lib. ouvrant droit à l'exo de la taxe d'app.,633500,633,633500,830MS,6XXXXX,PNL_00131
497,791101,791101,791101 TCE sinistres véhicules R79100,65278,false,791101 TCE sinistres véhicules R79100,791101,791,791101,791,7XXXXX,PNL_00150
498,603652,603652,603652 Equipements et PDR informatiques R60310,65278,false,603652 Equipements et PDR informatiques R60310,603652,603,603652,603,6XXXXX,PNL_00150
499,602201,602201,602201 Fournitures magasin R60100,65278,false,602201 Fournitures magasin R60100,602201,602,602201,602,6XXXXX,PNL_00150
500,603650,603650,603650 Matériels sécurité R60310,65278,false,603650 Matériels sécurité R60310,603650,603,603650,603,6XXXXX,PNL_00150
552,645400,645400,645400 ASSEDIC,65278,false,645400 ASSEDIC,645400,645,645400,230MS,6XXXXX,PNL_00131
505,775650,775650,775650 Pdts cession éléments actifs financ-hors Groupe R77561,65278,false,775650 Pdts cession éléments actifs financ-hors Groupe R77561,775650,775,775650,775,7XXXXX,PNL_00174
502,706412,706412,706412 Odorisations R70600,65278,false,706412 Odorisations R70600,706412,706,706412,706,7XXXXX,PNL_00150
503,706413,706413,706413 Interconnection R70600,65278,false,706413 Interconnection R70600,706413,706,706413,706,7XXXXX,PNL_00150
504,641250,641250,641250 Personnel - CET R64100,65278,false,641250 Personnel - CET R64100,641250,641,641250,330MS,6XXXXX,PNL_00131
506,613560,613560,613560 Location matériels techniques R61300,65278,false,613560 Location matériels techniques R61300,613560,613,613560,613,6XXXXX,PNL_00150
508,613200,613200,613200 Location de terrains R61300,65278,false,613200 Location de terrains R61300,613200,613,613200,613,6XXXXX,PNL_00150
87,601,601,601 Achats stockés-mat. Premières,65278,false,601 Achats stockés-mat. Premières,601,60,601,60,,
134,641351,641351,641351 Prime de transport R64100,65278,false,641351 Prime de transport R64100,641351,641,641351,999MS,6XXXXX,PNL_00131
130,675200,675200,675200 Valeur comptable immo corporelles cédées R67520,65278,false,675200 Valeur comptable immo corporelles cédées R67520,675200,675,675200,675,6XXXXX,PNL_00150
133,699999,699999,699999 RM expenditure CS9999,65278,false,699999 RM expenditure CS9999,699999,699,699999,699,6XXXXX,PNL_00150
135,6135xx,6135XX,6135XX Hébergement,65278,false,6135XX Hébergement,6135XX,613,6135XX,613,,
136,6135xy,6135XY,6135XY Licence,65278,false,6135XY Licence,6135XY,613,6135XY,613,,
141,603300,603300,603300 Equipement Production & Process R60310,65278,false,603300 Equipement Production & Process R60310,603300,603,603300,603,6XXXXX,PNL_00150
142,606810,606810,606810 Aliments et boissons R60600,65278,false,606810 Aliments et boissons R60600,606810,606,606810,606,6XXXXX,PNL_00150
145,603540,603540,603540 Appareils soumis à la flamme R60310,65278,false,603540 Appareils soumis à la flamme R60310,603540,603,603540,603,6XXXXX,PNL_00150
149,606811,606811,606811 Achats THT/CO2 R60600,65278,false,606811 Achats THT/CO2 R60600,606811,606,606811,606,6XXXXX,PNL_00150
150,799990,799990,799990 Comptes techniques Produits CS9999,65278,false,799990 Comptes techniques Produits CS9999,799990,799,799990,799,7XXXXX,PNL_00150
151,651600,651600,651600 Droits d'auteur et reproduction R65800,65278,false,651600 Droits d'auteur et reproduction R65800,651600,651,651600,651,6XXXXX,PNL_00150
129,645810,645810,645810 CHARGES SOCIALES/CONGES,65278,false,645810 CHARGES SOCIALES/CONGES,645810,645,645810,240MS,6XXXXX,PNL_00131
152,611709,611709,611709 Controles et inspections R61100,65278,false,611709 Controles et inspections R61100,611709,611,611709,611,6XXXXX,PNL_00150
153,758400,758400,758400 Indemnité résiliation R75800,65278,false,758400 Indemnité résiliation R75800,758400,758,758400,758,7XXXXX,PNL_00150
154,611708,611708,611708 Gestion des déchets R61100,65278,false,611708 Gestion des déchets R61100,611708,611,611708,611,6XXXXX,PNL_00150
155,618100,618100,618100 Documentation R61800,65278,false,618100 Documentation R61800,618100,618,618100,618,618100,PNL_00166
156,611707,611707,611707 Entretien vêtements travail R61100,65278,false,611707 Entretien vêtements travail R61100,611707,611,611707,611,6XXXXX,PNL_00150
509,613201,613201,613201 Location de terrains - de 6 mois R61300,65278,false,613201 Location de terrains - de 6 mois R61300,613201,613,613201,613,6XXXXX,PNL_00150
510,635800,635800,635800 Autres droits R63700,65278,false,635800 Autres droits R63700,635800,635,635800,635,6XXXXX,PNL_00130
511,706410,706410,706410 Charge service additionnel Stockage R70600,65278,false,706410 Charge service additionnel Stockage R70600,706410,706,706410,706,7XXXXX,PNL_00150
512,706411,706411,706411 Pénalités STOCKAGE R70600,65278,false,706411 Pénalités STOCKAGE R70600,706411,706,706411,706,7XXXXX,PNL_00150
513,603520,603520,603520 Équipement et PDR de structure R60310,65278,false,603520 Équipement et PDR de structure R60310,603520,603,603520,603,6XXXXX,PNL_00150
514,706409,706409,706409 Recettes Capacité de Stockage R70600,65278,false,706409 Recettes Capacité de Stockage R70600,706409,706,706409,706,7XXXXX,PNL_00150
515,603400,603400,603400 Appareillage électrique et pièces de rechange R60310,65278,false,603400 Appareillage électrique et pièces de rechange R60310,603400,603,603400,603,6XXXXX,PNL_00150
516,601100,601100,601100 Achats de gaz R60100,65278,false,601100 Achats de gaz R60100,601100,601,601100,601,6XXXXX,PNL_00150
517,603627,603627,603627 Gaz industriel R60310,65278,false,603627 Gaz industriel R60310,603627,603,603627,603,6XXXXX,PNL_00150
518,625xxx,625XXX,625XXX Missions et notes de frais,65278,false,625XXX Missions et notes de frais,625XXX,625,625XXX,625,,
519,641381,641381,641381 part.patron.prêts immo TIGF R64100,65278,false,641381 part.patron.prêts immo TIGF R64100,641381,641,641381,510MS,6XXXXX,PNL_00131
520,603625,603625,603625 Huiles lubrifiants (stock) R60310,65278,false,603625 Huiles lubrifiants (stock) R60310,603625,603,603625,603,6XXXXX,PNL_00150
202,799999,799999,799999 Compte de changement de données CS9999,65278,false,799999 Compte de changement de données CS9999,799999,799,799999,799,7XXXXX,SAP_T7999
183,623800,623800,623800 Parrainage R62300,65278,false,623800 Parrainage R62300,623800,623,623800,623,623XXX,PNL_00150
184,661407,661407,661407 Intérêts emprunts Total 6000007 R66110,65278,false,661407 Intérêts emprunts Total 6000007 R66110,661407,661,661407,661,6XXXXX,PNL_00150
185,617000,617000,617000 Etudes et recherche R61700,65278,false,617000 Etudes et recherche R61700,617000,617,617000,617,6XXXXX,PNL_00150
186,709000,709000,709000 Rabais Remises Ristournes accordés sur les ventes R75800,65278,false,709000 Rabais Remises Ristournes accordés sur les ventes R75800,709000,709,709000,709,7XXXXX,PNL_00150
191,766021,766021,766021 RXD s/prêts - GAIN R76600,65278,false,766021 RXD s/prêts - GAIN R76600,766021,766,766021,766,7XXXXX,PNL_00150
193,635132,635132,635132 Autres impôts locaux R63700,65278,false,635132 Autres impôts locaux R63700,635132,635,635132,635,6XXXXX,PNL_00150
195,606110,606110,606110 Fournitures - électricité R60600,65278,false,606110 Fournitures - électricité R60600,606110,606,606110,606,6XXXXX,PNL_00150
200,635131,635131,635131 Redevances stockage R63700,65278,false,635131 Redevances stockage R63700,635131,635,635131,635,6XXXXX,PNL_00150
203,635130,635130,635130 Taxes foncières R63700,65278,false,635130 Taxes foncières R63700,635130,635,635130,635,6XXXXX,PNL_00150
205,766020,766020,766020 RXD s/prêts - GAIN (réaffect.) R76600,65278,false,766020 RXD s/prêts - GAIN (réaffect.) R76600,766020,766,766020,766,7XXXXX,PNL_00150
206,622820,622820,622820 Frais de formation / Inscription R62200,65278,false,622820 Frais de formation / Inscription R62200,622820,622,622820,622,6XXXXX,PNL_00151
207,618200,618200,618200 Formation Profesionnelle non éligible R61800,65278,false,618200 Formation Profesionnelle non éligible R61800,618200,618,618200,618,6XXXXX,PNL_00150
208,648450,648450,648450 Personnel-chèques vacances,65278,false,648450 Personnel-chèques vacances,648450,648,648450,530MS,6XXXXX,PNL_00131
209,603190,603190,603190 Arbre de Noël/cintre (stock) R60310,65278,false,603190 Arbre de Noël/cintre (stock) R60310,603190,603,603190,603,6XXXXX,PNL_00150
522,624200,624200,624200 Transport de marchandises non achetées R62400,65278,false,624200 Transport de marchandises non achetées R62400,624200,624,624200,624,6XXXXX,PNL_00150
523,626500,626500,626500 Contrat de services Telecoms & systémes R62600,65278,false,626500 Contrat de services Telecoms & systémes R62600,626500,626,626500,626,626XXX,PNL_00150
524,613550,613550,613550 Location d'équipements en général R61300,65278,false,613550 Location d'équipements en général R61300,613550,613,613550,613,6XXXXX,PNL_00150
526,613551,613551,613551 Location d'équipements en général - de 6 mois R61300,65278,false,613551 Location d'équipements en général - de 6 mois R61300,613551,613,613551,613,6XXXXX,PNL_00150
527,616700,616700,616700 Assurance - Fonds de Pension R61600,65278,false,616700 Assurance - Fonds de Pension R61600,616700,616,616700,616,6XXXXX,PNL_00150
529,633400,633400,633400 Effort à la Construction,65278,false,633400 Effort à la Construction,633400,633,633400,810MS,6XXXXX,PNL_00131
531,61353y,61353Y,61353Y SaaS,65278,false,61353Y SaaS,61353Y,OP4,61353Y,OP4,,
532,654100,654100,654100 Pertes sur créances irrécouvrables de l'exercice R65800,65278,false,654100 Pertes sur créances irrécouvrables de l'exercice R65800,654100,654,654100,654,6XXXXX,PNL_00150
533,603990,603990,603990 Autres consommables (stock) R60310,65278,false,603990 Autres consommables (stock) R60310,603990,603,603990,603,6XXXXX,PNL_00150
534,791000,791000,791000 Transfert de charges d'exploitation R79100,65278,false,791000 Transfert de charges d'exploitation R79100,791000,791,791000,791,7XXXXX,PNL_00167
535,631100,631100,631100 Impôts et taxes sur rémunérations,65278,false,631100 Impôts et taxes sur rémunérations,631100,631,631100,631,6XXXXX,PNL_00130
536,603630,603630,"603630 Drilling Machinery, Mud Equipment and Accessoiries R60310",65278,false,"603630 Drilling Machinery, Mud Equipment and Accessoiries R60310",603630,603,603630,603,6XXXXX,PNL_00150
236,603180,603180,603180 Équipt cimentation,65278,false,603180 Équipt cimentation,603180,603,603180,603,6XXXXX,PNL_00150
237,661415,661415,661415 Intérêts emprunts bancaires TRANSPORT R66110,65278,false,661415 Intérêts emprunts bancaires TRANSPORT R66110,661415,661,661415,661,6XXXXX,PNL_00150
238,603060,603060,603060 outils de forage (stock) R60310,65278,false,603060 outils de forage (stock) R60310,603060,603,603060,603,6XXXXX,PNL_00150
239,603065,603065,603065 Trépans à diamants (stock) R60310,65278,false,603065 Trépans à diamants (stock) R60310,603065,603,603065,603,6XXXXX,PNL_00150
240,605001,605001,605001 Terrains/constructions R60500,65278,false,605001 Terrains/constructions R60500,605001,605,605001,605,6XXXXX,PNL_00150
241,605002,605002,605002 Fournitures/matières consommables techniques R60500,65278,false,605002 Fournitures/matières consommables techniques R60500,605002,605,605002,605,6XXXXX,PNL_00150
242,766000,766000,766000 Gains de change réalisés RXD R76600,65278,false,766000 Gains de change réalisés RXD R76600,766000,766,766000,766,7XXXXX,PNL_00150
538,603634,603634,603634 Produits chimiques R60310,65278,false,603634 Produits chimiques R60310,603634,603,603634,603,6XXXXX,PNL_00150
539,648900,648900,648900 Pers.Ristounes gaz R64800,65278,false,648900 Pers.Ristounes gaz R64800,648900,648,648900,560MS,6XXXXX,PNL_00131
540,623100,623100,623100 Annonces et insertions R62300,65278,false,623100 Annonces et insertions R62300,623100,623,623100,623,6XXXXX,PNL_00159
541,615600,615600,615600 Maintenance véhicules R61500,65278,false,615600 Maintenance véhicules R61500,615600,615,615600,615,6XXXXX,PNL_00150
543,653000,653000,653000 Jetons de présence R64800,65278,false,653000 Jetons de présence R64800,653000,653,653000,653,6XXXXX,PNL_00167
544,612210,612210,612210 Informatique - Crédit-bail de matériels R61100,65278,false,612210 Informatique - Crédit-bail de matériels R61100,612210,612,612210,612,6XXXXX,PNL_00150
545,603740,603740,603740 Ensemble monté R60310,65278,false,603740 Ensemble monté R60310,603740,603,603740,603,6XXXXX,PNL_00150
546,603620,603620,603620 Mat quartiers habitations R60310,65278,false,603620 Mat quartiers habitations R60310,603620,603,603620,603,6XXXXX,PNL_00150
547,603500,603500,603500 Réseaux souterrains R60310,65278,false,603500 Réseaux souterrains R60310,603500,603,603500,603,6XXXXX,PNL_00150
548,706601,706601,706601 Supplément pression R70600,65278,false,706601 Supplément pression R70600,706601,706,706601,706,7XXXXX,PNL_00150
549,706602,706602,706602 Redevance raccordement R70600,65278,false,706602 Redevance raccordement R70600,706602,706,706602,706,7XXXXX,PNL_00150
550,706603,706603,706603 Entretien raccordement R70600,65278,false,706603 Entretien raccordement R70600,706603,706,706603,706,7XXXXX,PNL_00150
551,706604,706604,706604 Refacturation Branchements/Comptages R70600,65278,false,706604 Refacturation Branchements/Comptages R70600,706604,706,706604,706,7XXXXX,PNL_00150
553,706605,706605,706605 Services divers raccordement R70600,65278,false,706605 Services divers raccordement R70600,706605,706,706605,706,7XXXXX,PNL_00150
554,706606,706606,706606 Interface R70600,65278,false,706606 Interface R70600,706606,706,706606,706,7XXXXX,PNL_00150
605,645310,645310,645310 CRI-RETRAITE R64500,65278,false,645310 CRI-RETRAITE R64500,645310,645,645310,220MS,6XXXXX,PNL_00131
555,613530,613530,613530 Location informatique - réseaux R61300,65278,false,613530 Location informatique - réseaux R61300,613530,613,613530,613,6XXXXX,PNL_00150
556,613531,613531,613531 Location informatique - réseaux - de 6 mois R61300,65278,false,613531 Location informatique - réseaux - de 6 mois R61300,613531,613,613531,613,6XXXXX,PNL_00150
557,666100,666100,666100 Pertes sur écarts de conversion non réalisées-UXD R66600,65278,false,666100 Pertes sur écarts de conversion non réalisées-UXD R66600,666100,666,666100,666,6XXXXX,PNL_00150
562,762431,762431,762431 Revenus de prêts intragroupe R76200 Non Non Oui,65278,false,762431 Revenus de prêts intragroupe R76200 Non Non Oui,762431,762,762431,762,7XXXXX,PNL_00176
563,61351y,61351Y,61351Y Consommation infra cloud,65278,false,61351Y Consommation infra cloud,61351Y,OP4,61351Y,OP4,,
564,761100,761100,761100 Dividendes reçus - Sociétés Groupe R76110,65278,false,761100 Dividendes reçus - Sociétés Groupe R76110,761100,761,761100,761,7XXXXX,PNL_00193
565,762430,762430,762430 Revenus de prêts au personnel R76200,65278,false,762430 Revenus de prêts au personnel R76200,762430,762,762430,762,7XXXXX,PNL_00150
566,623201,623201,623201 Dons aux oeuvres sociales R62300,65278,false,623201 Dons aux oeuvres sociales R62300,623201,623,623201,623,6XXXXX,PNL_00150
567,623202,623202,623202 Protocole COOP (Elyo) R62300,65278,false,623202 Protocole COOP (Elyo) R62300,623202,623,623202,623,6XXXXX,PNL_00150
568,625500,625500,625500 Frais de déménagement R62500,65278,false,625500 Frais de déménagement R62500,625500,625,625500,625,6XXXXX,PNL_00150
569,623200,623200,623200 Mécénat R62300,65278,false,623200 Mécénat R62300,623200,623,623200,623,6XXXXX,PNL_00150
284,616110,616110,616110 Véhicules R61600,65278,false,616110 Véhicules R61600,616110,616,616110,616,6XXXXX,PNL_00150
285,618xxx,618XXX,"618XXX Frais de séminaire, conférences et normes",65278,false,"618XXX Frais de séminaire, conférences et normes",618XXX,618,618XXX,618,,
286,648000,648000,648000 ALLOC.CHAUF.LOG.RETRAITES,65278,false,648000 ALLOC.CHAUF.LOG.RETRAITES,648000,648,648000,560MS,6XXXXX,PNL_00131
289,603160,603160,603160 Mat puits souter-Conduite R60310,65278,false,603160 Mat puits souter-Conduite R60310,603160,603,603160,603,6XXXXX,PNL_00150
292,604011,604011,604011 Travaux de charpentes R60400,65278,false,604011 Travaux de charpentes R60400,604011,604,604011,604,6XXXXX,PNL_00150
570,761200,761200,761200 Dividendes reçus - Sociétés Hors Groupe R76110,65278,false,761200 Dividendes reçus - Sociétés Hors Groupe R76110,761200,761,761200,761,7XXXXX,PNL_00150
574,603720,603720,603720 Bâtiments et équipement de bureau R60310,65278,false,603720 Bâtiments et équipement de bureau R60310,603720,603,603720,603,6XXXXX,PNL_00150
575,603600,603600,603600 Equipement Telecommunications R60310,65278,false,603600 Equipement Telecommunications R60310,603600,603,603600,603,6XXXXX,PNL_00150
577,708800,708800,708800 Autres produits d'activités annexes R75800,65278,false,708800 Autres produits d'activités annexes R75800,708800,708,708800,708,7XXXXX,PNL_00031
578,648810,648810,648810 Autres charges sociales R64800,65278,false,648810 Autres charges sociales R64800,648810,648,648810,250MS,6XXXXX,PNL_00131
580,706501,706501,706501 Protocole ATS-ATR R70600,65278,false,706501 Protocole ATS-ATR R70600,706501,706,706501,706,7XXXXX,PNL_00150
582,706502,706502,706502 Achat/vente de gaz ST / TR R70600,65278,false,706502 Achat/vente de gaz ST / TR R70600,706502,706,706502,706,7XXXXX,PNL_00150
584,706503,706503,706503 reliquat raccordement TR/NE R70600,65278,false,706503 reliquat raccordement TR/NE R70600,706503,706,706503,706,7XXXXX,PNL_00150
586,706504,706504,706504 gestion Opérationnelle TR/NE R70600,65278,false,706504 gestion Opérationnelle TR/NE R70600,706504,706,706504,706,7XXXXX,PNL_00150
587,708804,708804,708804 Recettes accessoires transit R75800,65278,false,708804 Recettes accessoires transit R75800,708804,708,708804,708,7XXXXX,PNL_00150
589,706505,706505,706505 Capacité TR/NE R70600,65278,false,706505 Capacité TR/NE R70600,706505,706,706505,706,7XXXXX,PNL_00150
592,706507,706507,706507 Capacité stockage NE/TR (équilibrage réseau) R70600,65278,false,706507 Capacité stockage NE/TR (équilibrage réseau) R70600,706507,706,706507,706,7XXXXX,PNL_00150
594,613510,613510,613510 Location informatique - matériels R61300,65278,false,613510 Location informatique - matériels R61300,613510,613,613510,613,6XXXXX,PNL_00150
595,666001,666001,666001 Pertes temporaires de RXD-compte technique SAP R66600,65278,false,666001 Pertes temporaires de RXD-compte technique SAP R66600,666001,666,666001,666,6XXXXX,PNL_00150
596,613511,613511,613511 Location informatique - matériels - de 6 mois R61300,65278,false,613511 Location informatique - matériels - de 6 mois R61300,613511,613,613511,613,6XXXXX,PNL_00150
598,666000,666000,666000 Pertes sur écarts de conversion réalisées (RXD) R66600,65278,false,666000 Pertes sur écarts de conversion réalisées (RXD) R66600,666000,666,666000,666,6XXXXX,PNL_00150
599,637800,637800,637800 Taxes industrie gazière R63700,65278,false,637800 Taxes industrie gazière R63700,637800,637,637800,637,6XXXXX,PNL_00150
600,637801,637801,637801 Redevance registre GES R63700,65278,false,637801 Redevance registre GES R63700,637801,637,637801,637,6XXXXX,PNL_00150
601,612300,612300,612300 Crédit - bail immobilier R61100,65278,false,612300 Crédit - bail immobilier R61100,612300,612,612300,612,6XXXXX,PNL_00150
606,648700,648700,648700 Personnel-charges diverses R64800,65278,false,648700 Personnel-charges diverses R64800,648700,648,648700,340MS,6XXXXX,PNL_00131
607,625600,625600,625600 Frais de Mission R62500,65278,false,625600 Frais de Mission R62500,625600,625,625600,625,625XXX,PNL_00150
608,671800,671800,671800 Autres charges exceptionnelles R67800,65278,false,671800 Autres charges exceptionnelles R67800,671800,671,671800,671,6XXXXX,PNL_00150
609,637804,637804,637804 Taxes diverses R63700,65278,false,637804 Taxes diverses R63700,637804,637,637804,637,6XXXXX,PNL_00150
610,637802,637802,637802 Contribution Sociale de Solidarité R63700,65278,false,637802 Contribution Sociale de Solidarité R63700,637802,637,637802,637,6XXXXX,PNL_00150
611,609000,609000,609000 Rabais Remises et Ristournes obtenus sur achats R60500,65278,false,609000 Rabais Remises et Ristournes obtenus sur achats R60500,609000,609,609000,609,6XXXXX,PNL_00150
614,623xxx,623XXX,"623XXX Publicité, publication, relations publiques",65278,false,"623XXX Publicité, publication, relations publiques",623XXX,623,623XXX,623,,
635,656000,656000,656000 Perte de change sur créances et dettes commerciale,65278,false,656000 Perte de change sur créances et dettes commerciale,656000,656,656000,656,6XXXXX,PNL_00190
336,647500,647500,"647500 Médecine du travail, assistante sociale",65278,false,"647500 Médecine du travail, assistante sociale",647500,647,647500,440MS,6XXXXX,PNL_00131
